title,rating
The Last Mercenary,5.3
The Marked Heart,0
null,8
Spelling the Dream,6.9
Scales: Mermaids Are Real,4.3
Fire Force,7.7
Somewhere Between,6.3
Savage Rhythm,6.7
"Saimdang, Memoir of Colors",7.8
Rory Scovel Tries Stand-Up for the First Time,6.7
Community,8.5
Satyagraha,5.9
Mean Streets,7.2
Say I Do,7.8
Beat Bugs: Happy Birthday to You!,0
Sleepless,5.6
The Homesman,6.6
Little Big Women,7.3
Rise of Empires: Ottoman,7.9
Windfall,0
null,7.1
Hot Pursuit,5.2
Inhuman Kiss,6.5
Inside the World’s Toughest Prisons,7.1
Mr. Robot,8.5
Disobedience,6.6
Love Likes Coincidences,7.2
The Super,5.5
Our Beloved Summer,8.6
Valeria,6.4
Space Buddies,4.4
Genius,6.6
Little Children,7.5
Doug Stanhope: Beer Hall Putsch,7.7
KENGAN ASHURA,8
LEGO Friends: Girls on a Mission,7.8
Blades of Glory,6.3
null,2.7
Maid in Manhattan,5.3
Ankhon Dekhi,8
Benji's Very Own Christmas Story,5.3
Planet 51,6
A Stranger Outside,0
Hancock,6.4
Kong: Skull Island,6.6
Skyscraper,5.8
Legend Quest: Happy Birthday to You!,0
Patient Seventeen,3.7
Zac and Mia,7.9
Sadako vs. Kayako,5.1
LOST SONG,7.2
Thor,7
Kaguya-sama: Love Is War,8.5
Not Alone,6.2
null,5.8
The Amityville Murders,4.7
Sons of the Caliphate,7.4
1BR,5.8
LEGO Hero Factory: Savage Planet,6.1
Chocolate City: Vegas Strip,3.8
Door Ke Darshan,0
Super Bheem,4.6
Miami Vice,6
Crayon Shin-chan the Movie: My Moving Story Cactus Attack,0
The Magic School Bus Rides Again In the Zone,6
Last Chance U,8.4
Fear Street Part 1: 1994,6.2
Pedro el escamoso,7.5
The Brave,5.1
Maurício Meirelles: Generating Chaos,0
Teenage Mutant Ninja Turtles: The Movie,6.8
Conversations with a Killer: The John Wayne Gacy Tapes,7.1
Nocturne,0
Smart People,6.1
Imposters,7.8
Fighting,5.6
A Vida não é um Sonho,8.3
Tokyo Ghoul,5.7
Willkommen bei den Hartmanns,6.2
The Magic of the Diary of Anne Frank,0
Grace: The Possession,4.6
Once in a Lifetime Sessions with Noel Gallagher,0
Despite Everything,5.4
null,5.1
Sin Nombre,0
THE NANNY DIARIES,6.2
Umrika,6.6
null,6.4
Pocoyo,7.2
Funny People,6.3
Nothing to Lose 2,3.3
30 Minutes or Less,6.1
Amandla,5.6
El marginal,8.2
null,6.2
Regal Academy,5.7
Black Crab,0
Mark Felt: The Man Who Brought Down the White House,6.4
Doctors,7.7
null,7.1
The Little Rascals,6.3
Bad Guys: Vile City,7.6
I Am All Girls,5.9
null,9.1
Rambo: First Blood,7.7
Toon,7.7
Hans Zimmer: Live in Prague,9.1
MINDHUNTER,8.6
Once Upon a Time in London,5.6
Red Christmas,4.3
Death Race,6.3
Memoir of a Murderer,7.2
Naruto Shippuden the Movie: Blood Prison,7.2
?????????,7.7
Jailbirds New Orleans,6.7
To All The Boys: Always And Forever,6.3
APEX: The Story of the Hypercar,7.3
Break Ke Baad,5.2
Best.Worst.Weekend.Ever.,6.5
Next in Fashion,7.3
Leave It to Beaver,5.2
"Lock, Stock and Two Smoking Barrels",8.2
Ginny & Georgia,7.5
When I See You Again,6.8
Dead Kids,0
Sing On!,6.4
Jinn,3.5
Love Naggers,0
American Hangman,5.9
The Evil Dead,7.5
Anjaam,6.8
The Kissing Booth 3,4.7
My Week with Marilyn,6.9
FRED: The Movie,2
Jonas,5.4
Kuldip Patwal: I Didn't Do It!,0
JAPAN SINKS: People of Hope,6.6
Lost in Space,7.3
Pui Pui Molcar,8.1
Teiichi: Battle of Supreme High,6.5
Bohemian Rhapsody,7.9
Fary Is the New Black,6
Kuntilanak,4.7
The Beginning of Life,7.6
Knights of Sidonia,7.8
Gangster Land,4.5
Glitter Force,6.6
Ingobernable,7.1
VIPs: Histórias Reais De Um Mentiroso,7.3
Tunisian Victory,6.6
Çok Filim Hareketler Bunlar,4.4
The Overnight,6.1
Clannad,7.8
Derren Brown: Infamous,7.5
Siberian Education,6.4
null,7.5
Neon Genesis Evangelion,8.5
null,5.5
Answer for Heaven,6.2
Haunting on Fraternity Row,3.9
Antoine Griezmann: The Making of a Legend,6.5
Midnight Sun,6.6
Anelka: Misunderstood,6.4
Atomic Puppet,5.3
Kicking and Screaming,6.8
The House That Made Me,0
The Riot Club,6
A Heavy Heart,7.1
Apache Warrior,6.7
Pup Star: Better 2Gether,4.7
The Bounty Hunter,5.6
44 Cats,6
David Attenborough: A Life on Our Planet,9
??????,8.1
null,6.2
The Devil All The Time,7.1
null,5.3
Occupation: Rainfall,5.5
Fatherhood,6.6
Tale of the Nine Tailed,8
Messiah,7.6
Project S The Series,8.5
Lego DC Comics: Batman Be-Leaguered,6.5
Hector,6.9
Violet Evergarden the Movie,8.5
Phamous,3.8
The Forbidden Kingdom,6.6
For the Birds,6.7
Kalki,6.5
Love Beats Rhymes,5.5
Hokkabaz,7.4
The Girl from Yesterday,0
Don't Think Twice,6.7
When Marnie Was There,7.7
Before 30,0
The Tree of Blood,6.4
Louis C.K. 2017,7.6
The Girl in the Bathtub,5.5
Justice in the City,0
Colin in Black & White,5.3
QLIMAX THE SOURCE,7.3
Saaho,5.3
null,5.9
Scorpion,7.1
Phineas e Ferb,8
null,5.7
Confessions of a Brazilian Call Girl,0
Mariah Carey's All I Want for Christmas Is You,5.4
Bobby Robson: More Than a Manager,8.2
Father Brown,7.7
null,5.6
Gosford Park,7.2
Back to the Future Part II,7.8
Us,6.8
null,4.9
Salvation,7
Lust Stories,6.4
Carol,7.3
Taarak Mehta Kka Chhota Chashmah,7
Khoobsurat,6.4
Gour Hari Dastaan,7.4
LEGO Ninjago: Masters of Spinjitzu: Way of the Ninja,8
Sadqay Tumhare,7.4
Keepers of the Game,8.4
Life 2.0,6.2
Babylon Berlin,8.4
James White,7.1
Geostorm,5.3
Deliver Us from Evil,6.2
"If My Favorite Pop Idol Made It to the Budokan, I Would Die",7.1
Arthur Christmas,7.1
Five Came Back: The Reference Films,0
Kakegurui,6.5
The Yin Yang Master,0
Chopsticks,6.5
The Boss,5.4
On Body and Soul,7.6
Violet Evergarden: Special,8.5
Prince of Peoria,6.1
LeapFrog: Letter Factory,0
The Carter Effect,7.1
Rocky IV,6.9
Sad Hill Unearthed,7.4
The Danish Girl,7.1
Ugly Duckling,0
Cirque du Freak: The Vampire's Assistant,5.8
The Hitman's Wife's Bodyguard,6.1
Caught on Camera,0
Perfume: The Story of a Murderer,7.5
AJIN: Demi-Human,7.6
Hating Peter Tatchell,8.1
Mobile Suit Gundam UC,7.8
Benji: Off the Leash!,5.1
Maleficent,7
null,6.1
Tomorrow Never Dies,6.5
Mississippi Grind,6.4
Madeline,6
Nice Guy,0
Manglehorn,5.6
Loving is Losing,5.1
Phobia 2,6.7
Holidays,5.1
The Miracles of the Namiya General Store,6.7
Tom Segura: Disgraceful,7.6
Dear My Friends,8.3
David Blaine: Real or Magic,7.7
Doctor (Kannada),7.6
Ghosts of the Abyss,6.8
The Cable Guy,6.1
Eyyvah Eyvah,7
Sisters,7.5
November Criminals,5.3
Life,6.1
null,4.6
The Musketeers,7.8
Déjà Vu,7.1
One Direction: This Is Us,4.4
Red,0
Into the Beat,5.3
That's My Boy,5.5
null,7.6
null,6.1
All Is True,6.3
Little Witch Academia,7.4
Money Talks,6.2
Mark Gatiss: A Study in Sherlock,7
Burn Out,6.2
Suzzanna: Buried Alive,5.5
The Misadventures of Hedi and Cokeman,4.4
The Prince of Tennis,7.5
American Ultra,6.1
Fartsa,6.7
Tuca & Bertie,7.4
American Graffiti,7.4
Tales From the Hood 2,4.4
Paranormal Activity: The Ghost Dimension,4.6
50/50,7.6
Starting Over Again,7.1
null,6.5
Spirit Riding Free: Spirit of Christmas,5.5
Unchained Fate,0
Zulu Man in Japan,0
null,5.8
The Defeated,7.1
null,3.9
Eat Pray Love,5.9
Switch,2.2
Sarah Silverman A Speck of Dust,6.8
Perfect Education 3,0
Highway Thru Hell,8.1
Secrets of the Tower of London,7.2
Jail,6.2
Samudri Lootere,0
Maynard,6
RuPaul's Secret Celebrity Drag Race,6.8
War Horse,7.2
All About Nina,6.2
The Power of Myth,8.9
Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,0
Lady Chatterley's Lover,6.4
GOODNIGHT MOMMY,6.7
Joe,0
Ajji,7
Private Life,7.2
null,6.4
Defendant,8.2
null,5.3
Mr. Mom,6.6
Run with the Wind,8.4
Birth of the Dragon,5.6
Miraculous: Tales of Ladybug & Cat Noir,7.7
Legend Quest,7.4
R2B: Return to Base,6
Tremors: A Cold Day in Hell,5
Talking Tom and Friends,6.1
Jackie Brown,7.5
The Island,6.8
Kevin Hart: What Now?,6
null,6.2
null,8.2
Ouran High School Host Club,8.2
Step Brothers,6.9
A Call to Spy,6.6
Transformers: Robots in Disguise,6
RED,7
The Stranger,7.4
KD (A) Karuppudurai,8.5
Space Force,6.7
Annabelle: Creation,6.5
Last Flight to Abuja,4.6
?????,6.1
Connected,7.5
Sword Master,6.1
Miles Davis: Birth of the Cool,7.5
Shiva,8.1
Fullmetal Alchemist: Brotherhood,9.1
Amy Tan: Unintended Memoir,7.1
A Noite dos Mortos Vivos,6.9
Long Time Coming: A 1955 Baseball Story,7.4
null,6.8
Shopkins: Wild,5.7
The Devil Judge,8.4
Memories of Love,5.9
The Confession Killer,7.4
Free Fire,6.4
Lovesong,6.3
Damnation,7.6
Cyborg 009: Call of Justice,5.8
Carrie Pilby,6.7
Little Singham,3.6
NEKOMONOGATARI -Black-,0
Africa,8.9
Trinkets,7.1
Luccas Neto em: O Mapa do Tesouro,1.9
null,4.7
The Queen's Corgi,4.8
My Little Monster,7.3
Rush: Beyond the Lighted Stage,8.4
Afterschool,6.1
Saw 3D,5.6
Legion,5.3
Road To High & Low,6.6
Blue's Clues & You!,6.4
Gridlocked,5.9
Fruits Basket,8.7
Irma?o do Jorel,9.2
Go Karts,5.9
An Easy Girl,5.6
New York Minute,5
Cruise,5.4
I Am Me!,8.9
The Last Laugh,5.6
Intervenção,0
null,4.6
The Martian,8
Better Call Saul,8.8
Sadece Sen,7.3
Kandasamys: The Wedding,6
Sense and Sensibility,7.7
Nature's Great Events,9
Battle Royale 2,4.7
Evening Shadows,7.1
The Discovery,6.3
Lupin the Third,7.8
Vampirina,6.6
Bobbi Jene,6.2
Daughter of the Lake,7.2
Against The Ice,6.5
Cheech & Chong's Still Smokin,5.6
Being George Clooney,6.6
Jersey Boys,6.8
Dream High 2,7.6
Despicable Me 3,6.3
null,8.8
Fireworks,5.6
Monster Math Squad,5.8
Que Leones,5.4
???,7.8
null,5.1
Miss You Already,6.8
Despicable Me,7.6
A Man Called God,6.1
Two Weeks Notice,6.2
Mercenary,6.5
Kung Fu Panda 3,7.1
Katti Batti,4.8
Live,8.3
U-571,6.6
Cats & Dogs: The Revenge of Kitty Galore,4.4
Total Recall,6.2
null,5.1
Inuyashiki,6.6
Heroes Wanted,4.6
Birthmarked,5.8
Jeff Dunham: All Over the Map,7.1
"The Witcher Bestiary Season 1, Part 2",0
The People vs. Fritz Bauer,7.1
Jeff Dunham's Very Special Christmas Special,7.5
Mute,0
Airplane!,7.7
The Whole Truth,5.2
Noddy Toyland Detective,6.2
A Noite Da Virada,4.8
So Undercover,5.1
LEGO Marvel Super Heroes: Black Panther,5.7
Legal V Ex-lawyer Shoko Takanashi,5.9
The Outsider,4.7
Pokémon O Filme: Diancie e o Casulo da Destruição,5.6
The Nineties,8.2
A Place Further than the Universe,8.3
I Am Divine,7.6
Hi Score Girl,8
Khotey Sikkey,7.3
Shazam!,7
Aquarius,7.5
The Book of Henry,6.6
The Wedding Party,5.9
A Week Away,5.8
Angry Indian Goddesses,7
null,4
Little Lunch,8.2
The Resistance Banker,6.9
West Coast,5.8
Wendell & Wild,0
The Seven Five,7.6
Dean,6.3
Deep Blue Sea,5.9
Zach Galifianakis: Live at the Purple Onion,7.3
null,6.5
Fearless,5
A 2nd Chance,4.8
Katt Williams: Live,7
Wild Kratts,7.7
null,8.2
Police Academy 2: Their First Assignment,5.8
The Family Man,6.8
Tree with Deep Roots,8.3
A United Kingdom,6.9
null,5.6
null,7.2
The Innocents,7.3
ONE PIECE,8.7
The Mummy Returns,6.4
Resident Evil,6.7
The Blue Umbrella,7.4
House of Wax,5.4
Outnumbered,8
Who Are You: School 2015,7.7
Angelina Ballerina,5.8
The Bad Education Movie,5.8
Vicky and Her Mystery,6.4
Kobato.,7.3
School of Chocolate,7.7
Hanwoo Rhapsody,0
null,4
Mr Bean's Holiday,6.4
The Monkey King: Havoc in Heaven's Palace,4.9
El límite infinito,0
Craig Ferguson: Tickle Fight,6.6
Thoroughbred,6.5
The Last O.G.,6.9
Blue Exorcist -Kyoto Saga-,7.4
SanPa: Sins of the Savior,7.8
The Shallows,6.3
Happy Hunting,5.1
Splice,5.7
null,7.5
Eraserhead,7.4
Hard Target 2,5.3
Full House,7.9
It's Always Sunny in Philadelphia,8.8
null,6
Dare to Be Wild,6.5
Generasi 90an: Melankolia,0
Selfie from Hell,2.9
Gina Yashere: Laughing to America,6.5
Big Stone Gap,5.7
Monster,8.7
The Art of Loving,7.1
Gemini Man,5.7
Aileen Wuornos: American Boogeywoman,3.6
Omar & Salma 2,4.9
Love Me As I Am,7.1
null,7.4
Enlighten Us: The Rise and Fall of James Arthur Ray,6.2
In Time,6.7
null,6.9
Un plus une,6.2
1005 Hotter,4.5
The Machinist,7.7
Melle,6.1
At All Costs,6.5
Cobra Kai - The Afterparty,0
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,7.3
Niyazi Gül Dörtnala,4.5
Rafinha Bastos: Ultimatum,6.5
Robin Hood,6.6
Captain Underpants: The First Epic Movie,6.2
The Dark Charisma of Adolf Hitler,7.3
Qurious Como,0
null,7.1
Caddyshack,7.3
The Marksman,0
Unaccompanied Minors,5.4
The Fame Game,7.3
ID-0,6.2
The Black Prince,6.6
Apaharan,7.4
Flock of Four,0
Lucky Days,6.4
I Am Not Okay With This,7.5
LEGO Friends: The Power of Friendship,6.5
Ginny & Georgia - The Afterparty,0
LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,0
The Ultimatum: Marry or Move On,5.4
Back with the Ex,6.2
Restless,5.6
Inside the Mossad,0
Prodigal Son,7.7
Undefeated,7.7
The Descent: Part 2,5.8
null,5.4
Sinatra: All or Nothing at All,8
Ave Maryam,7
Stardust,7.6
For Colored Girls,6.1
The Kominsky Method,8.2
Power Rangers S.P.D.,6.6
Kikoriki,7.7
Refresh Man,7.7
Thunder Force,4.4
RBG,7.6
Akulah Balqis,0
Dance with Me,5.9
Collateral,7.5
null,7.2
Pretty Little Stalker,3.5
Oddbods,6.4
Birds Without Names,6.3
Countdown,0
Tangerine,7.1
The Legacy of a Whitetail Deer Hunter,5.5
"Fresh, Fried & Crispy",6.2
null,6.9
Monty Don's Italian Gardens,8.4
?????35????,6.6
2.43: Seiin High School Boys Volleyball Team,6
"Roman J. Israel, Esq.",6.5
Transformer,7.4
The Garden of Words,7.5
Kasanova,6.6
Europe's Most Dangerous Man: Otto Skorzeny in Spain,6.9
Midnight at the Magnolia,5.8
Pusher,5.5
Sister Code,4.7
Unabomber - In His Own Words,7.2
Rajma Chawal,5.8
Phir Hera Pheri,7.2
Crime Diaries: The Candidate,7.6
2036 Origin Unknown,4.4
7 años,6.8
Ultimate Beastmaster France,0
The Millionaire Detective - Balance: UNLIMITED,7.4
Magnetic,6.5
null,6.7
Baaghi,5.3
Meridian,0
Har Kisse Ke Hisse: Kaamyaab,7.9
null,6.8
null,4.7
TONIKAWA: Over the Moon for You,7.9
The SpongeBob Movie: Sponge on the Run,6
Man Down,7.6
The Rehearsal,5.7
Soul Exodus,7.3
The Plagues of Breslau,5.8
The Phantom,6.4
null,5.4
Stargate SG-1,8.4
Carnaval,4
Goodnight DJ,0
Step Up Revolution,6.4
null,5.6
The Good Neighbor,6.3
High School DxD,7.6
Occupied,7.7
Naughty Jatts,6.2
"As Above, So Below",6.2
Minority Report,7.6
Todd Barry: Spicy Honey,6.8
Long Story Short,6.5
Birders,0
null,7.7
Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),6.1
Who's the Boss,5.6
Amazonas Clandestino,0
Dogs of Berlin,7.6
Capitani,6.6
null,6.6
null,6.7
Jaane Tu... Ya Jaane Na,7.5
Turbo,6.4
Walking with Dinosaurs,8.5
GTO: Great Teacher Onizuka,8.5
Asuka High School March!,7.3
null,6.2
DC's Legends of Tomorrow,6.8
Life of Crime,5.8
null,7.5
null,7.3
3 Türken & ein Baby,5.5
Azzurri - Road to Wembley,7.1
Meu Papai é Noel,6.5
Gavin & Stacey,8.1
For Keeps,6
Colette,6.8
The End of the World Cult,6.7
Ex-Shaman,7.2
Love and Hong Kong,6.1
Sharkdog,6.5
The Misfits,4.3
Mirai,7
Poltergeist,7.3
null,7.7
Inborn Pair,7.2
The Loft,6.3
Ek?i Elmalar,7.1
What the Fish,5.1
Midnight in Paris,7.7
Avengers: Infinity War,8.4
null,6.9
The Lighthouse,7.5
23:59,4.6
Money Monster,6.5
Go! Go! Cory Carson,8
I'm Standing on a Million Lives,6.5
Kyun...! Ho Gaya Na,4.2
Wildling,5.5
The Scholar Who Walks the Night,7.3
The Secret Life of Pets 2,6.5
Christmas Survival,5.2
Revenge of the Pontianak,5.3
Brain on Fire,6.6
Winter on Fire: Ukraine's Fight for Freedom,8.4
Macbeth,6.6
Daylight,5.9
After Earth,4.8
Zone 414,4.9
The Limehouse Golem,6.3
The Witcher: A Look Inside the Episodes,7.2
Ghost in the Shell,8
Jason and the Argonauts,7.3
Tales from Earthsea,6.4
The Concubine,6.1
Kevin Hart: Irresponsible,6.5
null,7.1
The Tribes of Palos Verdes,5.8
She's Gotta Have It,6.7
The Accidental Husband,5.6
Filinta,6.8
National Lampoon's Animal House,7.5
null,6.2
Spirit Riding Free: New Year's Eve Countdown,0
The King's Speech,8
Fairy Tail,7.9
Love Island USA,5
Plastic Cup Boyz: Laughing My Mask Off!,5.3
Time and Tide,6.8
Teefa in Trouble,7.2
The Queen of Flow,7.9
Rise: Ini Kalilah,5.1
Resident Evil,0
The Hardy Boys,7.1
True Story,7.5
The Main Event,4.8
????????????,7
Black Books,8.5
My Son the Jihadi,7.2
My Step Dad: The Hippie,5.1
O Misterioso Louis Drax,6.3
null,7.7
Election,7.2
The Hot Chick,5.5
Home,7.4
Creeped Out,6.7
The Innocent Man,7.3
A California Christmas: City Lights,5.5
Jaal,5.3
Asobi Asobase: Workshop Of Fun,7.9
Put Your Head on My Shoulder,8.1
Mickey's House of Villains,6.6
I Am Sam,7.6
null,7.6
Beauty & the Beast,7.1
Thank You for Your Service,6.6
null,6.7
After the Wedding,6.3
In the Valley of Elah,7.1
The Unicorn,7.2
The Challenge,7.8
Sun Dogs,6.3
Ma Rainey's Black Bottom: A Legacy Brought to Screen,0
Inuyashiki Last Hero,7.7
Rebirth,5
The Keeping Hours,6.4
Little Fockers,5.5
The Basement,4.3
null,7.9
Me and the Alien,0
Lost Bullet,6.2
The Jackal,6.4
Something Huge,4.5
Hachi: A Dog's Tale,8.1
Young & Wild,6
ATM,4.7
null,7.7
Finders Keepers,6.8
The Belko Experiment,6.1
Hometown Holiday,5.1
Sid the Science Kid,5.5
Roxanne,6.6
Acrimony,5.9
The Heike Story,7.5
Colossal,6.2
null,6
PK,8.1
null,5.6
The November Man,6.3
null,5.6
A Guerra das Flechas,7.2
null,7.1
Dawn of the Dead,7.3
null,7.4
The Lure,6.3
null,7.7
RuPaul's Drag Race Holi-Slay Spectacular,4.8
null,6.8
Aranyak,7.9
???????Z ?????????,6.9
Dr. Seuss' The Lorax,6.4
The Last Dance,9.1
A Flower Aflame,5.5
P. King Duckling,5.8
Special 26,8
Newtown,6.8
Need for Speed,6.4
null,4.5
Cop Out,5.6
The Edge of Seventeen,7.3
null,7.5
A Garota do Livro,6.1
Wolf,8.2
Two Fathers,7.9
Medal of Honor,8.3
Midnight Special,6.6
The Russian Revolution,6.5
Pororo - The Little Penguin,6.3
Sweet Home,7.4
Perfect Strangers,5.7
The Netflix Afterparty: The Best Shows of The Worst Year,0
Oththa Seruppu Size 7,8.5
Khabsa - What Did I Mess,7.2
Angry Birds,6.4
I Will Follow,6
The Fortress,6.8
Easy A,7
Us and Them,7.4
Revolutionary Road,7.3
null,5.6
null,7
Todd Glass: Act Happy,5.1
Taro no Baka,4.3
Tree Man,0
Ladies First,7.2
Coming Soon to Theaters,7.4
The Apprentice: ONE Championship Edition,7.7
Berlin Kaplani,5.1
null,6.4
Sicario,7.6
Ghost Town,6.7
The God Committee,5.8
null,7.6
null,6.4
Chup Chup Ke,6.9
"I Love You, Man",7
The Wound,6.7
Camarón Revolution,0
Wanda and the Alien,0
Joey,4.8
Terminator Salvation,6.5
Pirates of the Caribbean: Dead Men Tell No Tales,6.5
Black Butterfly,6.2
Detective Dee: The Four Heavenly Kings,6.4
Rings,4.5
Kidnap,5.9
Network,8.1
Momentum,5.5
Black Heart,0
Age of Samurai: Battle for Japan,7.4
Below Her Mouth,0
Whisky,7
?????????,6.9
Call the Midwife,8.5
Flower Girl,6
Lez Bomb,5.2
Winx Club,6.2
Haider,8.1
Anchorman 2: The Legend Continues,6.3
Bleach The Movie: Fade to Black,7.3
Simplemente Manu NNa,5.5
The Road to Love,8
null,8.1
The Man with the Iron Fists,5.4
Kino's Journey: The Beautiful World,7.2
Hamara Dil Aapke Paas Hai,5.6
A Haunted House,5.1
The Raven,6.4
Dangerous,5.1
The Unknown Girl,6.5
Pacific Rim,6.9
null,7.7
Adú,6.7
Smaller and Smaller Circles,6.7
Anna,6.7
Project Almanac,6.4
Monster Girl Doctor,6.2
Girlfriends,7.2
Azcárate: No Holds Barred,0
The Green Inferno,5.3
Ensinando a Viver,6.8
null,7.2
5 Flights Up,6.2
Sixty Six,6.7
Look Who's Talking,5.9
Peixe Grande & Begónia,7
Gangster's Paradise: Jerusalema,7.3
null,7.3
null,3.7
Super Monsters: Vida's First Halloween,6
Triumph in the Skies,4.2
Champions,6.1
Rooting for Roona,7.1
Night Hunter,5.9
Black Crows,5.4
O Diário da Princesa 2: Casamento Real,5.9
null,5.5
Duplicity,6.2
Mission of Honor,5.9
Morris from America,6.2
Manhattan Romance,0
The Lord of the Rings: The Fellowship of the Ring,8.8
Liar Game,0
The Covenant,5.3
null,4.1
Children of Adam,7.8
Solomon Kane,6.1
Marc Maron: End Times Fun,6.8
Masoom,8.4
She's Dating the Gangster,7.2
G.I. Joe: Retaliation,5.8
Battlefield Recovery,6.5
Death Race 2,5.6
Pain & Gain,6.4
Transcendence,6.2
Bad Boys for Life,6.5
The Bad Batch,0
The Force,6.7
The Great Gatsby,7.2
From Paris with Love,6.4
Bewitched,4.8
The Crow,7.6
The Yard,7.2
Churchill's First World War,7.2
The Mitfords: A Tale of Two Sisters,0
?????????????????!!???????,7.7
Coffee for All,5.6
Pablo,7.9
One Flew Over the Cuckoo's Nest,8.7
Da Ali G Show,7.9
The Royle Family,8.1
??????,7.1
Lee Su-geun: The Sense Coach,4.1
The Adam Project,0
Filly Brown,0
Running with the Devil,5.4
Rishta.com,8.5
The Heartbreak Club,6.5
??????,7.1
You Are My Home,6.5
Ralphie May: Unruly,4.8
Devils' Line,6.9
The Last Word,7.1
Passing,6.7
Zozo,6.6
null,4.8
Born in China,7.2
Life in the Doghouse,8.4
Divines,7.4
The Ones Below,6.1
The Game Changers,7.8
Coco,8.4
Dark Skies,6.3
null,5.7
My Neighbors the Yamadas,7.2
Spectros,4.7
The Day Will Come,0
After Porn Ends 3,5.4
Estocolmo,5.8
The Cabin in the Woods,7
Gangsta Granny,5.9
Absurd Planet,4
Laabam,3.3
Earth and Blood,0
Fish Tank,7.3
Hoovey,5.7
The Heretics,4.7
The Daily Life of the Immortal King,7.4
Enron: The Smartest Guys in the Room,7.6
Luciano Mellera: Infantiloide,8.2
The Flintstones,4.9
Piratas das Caraíbas - O Cofre do Homem Morto,7.3
37 Seconds,7.3
20 Feet from Stardom,7.4
Rush,8.1
Frequency,7.5
History 101,6.8
Supernatural,8.4
Love (ft. Marriage and Divorce),6.6
Dazed and Confused,7.6
Animal Mechanicals,6.7
null,6
A Bad Moms Christmas,5.6
El Chapo,7.8
Baahubali 2: The Conclusion (Malayalam Version),8.2
Donkeyhead,6.7
Sara's Notebook,5.9
Jim Gaffigan: Mr. Universe,7.8
Kalushi: The Story of Solomon Mahlangu,6.6
Mundeyan Ton Bachke Rahin,5.3
Without Saying Goodbye,0
The Promised Land,0
Ping Pong the Animation,8.6
The Witcher: Fireplace,0
Basic Instinct,7
Mary,4.5
Capital in the Twenty-First Century,7.5
Drive,7.8
As Crónicas de Nárnia: O Príncipe Caspian,6.5
Mind Game,7.5
Intelligence,8.2
Grace and Frankie,8.2
A Outra Face,7.2
Friday the 13th: A New Beginning,4.8
LEGO: Elves,0
The Trader (Sovdagari),6.8
Profissão de Risco,5.2
The Great Raid,6.7
Spenser Confidential,6.2
"Yours, Mine and Ours",5.5
Clouds of Sils Maria,6.8
Life Below Zero,8
The Institute,4.2
Princess 'Daya'Reese,7.2
The Untold Tales of Armistead Maupin,6.7
A Man and a Woman,6.8
A New York Christmas Wedding,5.4
Vizontele Tuuba,6.5
null,5.8
null,7.5
The Thundermans,5.6
One Piece Film: Gold,7.3
Country Strong,6.3
Jago: A Life Underwater,7.5
The Magic Of Mushrooms,7.4
Seventh Son,5.5
The Shining,8.4
Hoodwinked!,6.4
????,6.9
As Aventuras do Tigre,6.4
Grego Rossello: Disculpe las molestias,4.5
Fitoor,5.4
Palermo Hollywood,5.4
Love O2O,7.9
???????,7.5
San Andreas,6.1
Shanghai,7.2
Enissa Amani: Ehrenwort,5.7
Elizabethtown,6.4
RoboCop,7.6
Jaoon Kahan Bata Ae Dil,5.9
Barbershop,6.3
null,6.5
Distorted,7.6
Just Another Love Story,7.2
Grand Blue,7.9
"The Night Is Short, Walk On Girl",7.6
The Sixth Sense,8.1
The Disaster Artist,7.3
LEGO House - Home of the Brick,0
The Sound of Your Heart: Reboot,6
The Karate Kid,7.3
Made by Design,0
The Dictator,6.4
Dr. Romantic,8.3
Quincy,7.6
Dukhtar,7
Kickboxer: Vengeance,4.9
Sneakerheads,6.2
Hatchimals C Adventures in Hatchtopia,0
Arthur and the Invisibles,6
"Liar, Liar, Vampire",5.8
Hitler - A Career,7.5
On Yoga the Architecture of Peace,7.8
Hati Perempuan,0
Cold Feet,0
I Now Pronounce You Chuck and Larry,5.9
Sam Kinison: The Scream Continues,6.4
null,7
Heathers,7.2
Zack & Cody: Gêmeos em Ação,6.6
The Last Days of American Crime,3.7
The Doll 2,5.3
The Ring,7.1
Be My Slave,5.2
Candyman,6.7
Quest for Camelot,6.3
The Lift Boy,7.2
Third Person,6.3
"Out of Many, One",5.7
Haikyuu!! the Movie 2: The Winner and the Loser,6.8
The Curse of Sleeping Beauty,4.3
Cookie's Fortune,6.9
Invasion,5.7
Laddaland,6.3
Russell Madness,4.2
Saheb Biwi Aur Gangster Returns,6.8
Dumb and Dumber To,5.6
Some Kind of Beautiful,5.7
One,6.5
Only Mine,4.6
null,3.3
S Is for Stanley,6.9
The Three Robbers,7
Back and Forth,5.7
The Silent Sea,6.9
Big Game,5.4
Oh My God,8.1
Nanny McPhee,6.6
Puppy Dog Pals,6.9
Code 8,6.1
Congo,5.3
Streets of Fire,6.7
The Pinkertons,6.7
ReMastered: Tricky Dick & The Man in Black,7.1
null,5.8
Memories of the Alhambra,7.8
The Family,7.2
Bending the Arc,7.9
Red Riding Hood,5.5
"Whose Vote Counts, Explained",7.3
Offspring,8.3
